# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 21 11:56:20 2022
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10002866,K00723.03,Kepler-222 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.088810660,1.1770000e-05,-1.1770000e-05,173.0833530,9.210000e-04,-9.210000e-04,0.9210,0.0280,-0.6540,1.77260,0.08740,-0.08740,1.9959e+03,4.390e+01,-4.390e+01,4.71,1.040e+00,-3.500e-01,734.0,,,68.62,46.54,-16.52,51.40,1,q1_q17_dr25_tce,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.8430,0.1860,-0.0620,287.906100,46.937771,15.063
2577353,K07635.01,,CANDIDATE,CANDIDATE,0.8720,0,0,0,0,60.458443000,1.8000000e-03,-1.8000000e-03,136.3553000,2.520000e-02,-2.520000e-02,0.4510,0.5340,-0.2360,8.43000,1.10000,-1.10000,1.7520e+02,2.650e+01,-2.650e+01,1.59,4.600e-01,-3.100e-01,511.0,,,16.14,13.83,-6.87,9.70,1,q1_q17_dr25_tce,5865.00,158.00,-176.00,4.297,0.175,-0.175,1.1810,0.3450,-0.2300,291.780790,37.811508,14.544
3541946,K00624.03,Kepler-198 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.311842968,2.0210000e-06,-2.0210000e-06,133.1105800,1.240000e-03,-1.240000e-03,0.1210,0.3130,-0.1210,1.78760,0.04120,-0.04120,2.4510e+02,6.500e+00,-6.500e+00,1.43,1.900e-01,-1.000e-01,1562.0,,,1410.60,544.10,-287.86,44.20,2,q1_q17_dr25_tce,5569.00,111.00,-111.00,4.474,0.059,-0.110,0.9270,0.1220,-0.0660,290.673130,38.691010,13.597
4478168,K00626.01,Kepler-624 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.586498560,2.8490000e-05,-2.8490000e-05,172.2218500,1.650000e-03,-1.650000e-03,0.6650,0.2180,-0.4420,4.02490,0.05590,-0.05590,3.7870e+02,7.700e+00,-7.700e+00,2.45,3.900e-01,-3.900e-01,852.0,,,124.89,56.57,-44.00,53.00,1,q1_q17_dr25_tce,6063.00,121.00,-133.00,4.290,0.137,-0.112,1.1910,0.1890,-0.1890,295.193390,39.539669,13.490
4478168,K00626.02,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,8.029201800,8.2950000e-05,-8.2950000e-05,132.8283000,8.270000e-03,-8.270000e-03,0.5100,0.4550,-0.3160,3.46200,0.32200,-0.32200,6.5600e+01,6.900e+00,-6.900e+00,0.99,1.600e-01,-1.600e-01,1040.0,,,276.27,125.14,-97.33,11.70,2,q1_q17_dr25_tce,6063.00,121.00,-133.00,4.290,0.137,-0.112,1.1910,0.1890,-0.1890,295.193390,39.539669,13.490
4563268,K00627.01,Kepler-625 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.751927550,1.0670000e-05,-1.0670000e-05,176.1719700,1.120000e-03,-1.120000e-03,0.5460,0.2470,-0.3590,3.54130,0.03530,-0.03530,4.0730e+02,5.700e+00,-5.700e+00,1.89,2.600e-01,-9.000e-02,852.0,,,124.47,49.05,-20.90,77.30,1,q1_q17_dr25_tce,5604.00,101.00,-124.00,4.520,0.028,-0.112,0.9120,0.1270,-0.0420,292.150450,39.637581,13.307
7515212,K00679.01,Kepler-212 c,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,31.804759910,9.0450000e-05,-9.0450000e-05,190.2541300,2.240000e-03,-2.240000e-03,0.8700,0.0780,-0.6520,8.69900,0.12200,-0.12200,3.6060e+02,5.200e+00,-5.200e+00,2.99,4.700e-01,-5.700e-01,664.0,,,45.90,19.95,-18.40,73.40,1,q1_q17_dr25_tce,5867.00,104.00,-128.00,4.235,0.143,-0.117,1.3560,0.2120,-0.2590,287.620820,43.141647,13.178
7515212,K00679.02,Kepler-212 b,CONFIRMED,CANDIDATE,0.7670,0,0,0,0,16.258027600,2.8790000e-04,-2.8790000e-04,139.6381000,1.220000e-02,-1.220000e-02,0.1310,0.3260,-0.1310,6.37500,0.41600,-0.41600,4.7000e+01,4.600e+00,-4.600e+00,0.92,1.500e-01,-1.700e-01,830.0,,,112.41,48.85,-45.05,11.50,2,q1_q17_dr25_tce,5867.00,104.00,-128.00,4.235,0.143,-0.117,1.3560,0.2120,-0.2590,287.620820,43.141647,13.178
7529266,K00680.01,Kepler-435 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.600153929,1.5320000e-06,-1.5320000e-06,177.6424210,1.430000e-04,-1.430000e-04,0.2960,0.0370,-0.0510,9.00150,0.01660,-0.01660,4.5102e+03,4.800e+00,-4.800e+00,26.52,3.600e+00,-9.360e+00,1703.0,,,1986.75,716.55,-1198.77,1208.10,1,q1_q17_dr25_tce,6093.00,82.00,-82.00,3.475,0.285,-0.095,3.9130,0.5310,-1.3810,292.287320,43.197281,13.643
8686373,K04066.01,Kepler-1936 b,CONFIRMED,CANDIDATE,0.9880,0,0,0,0,126.557190000,1.2170000e-03,-1.2170000e-03,145.6973600,8.720000e-03,-8.720000e-03,0.9650,0.0060,-0.6750,8.07900,0.54800,-0.54800,3.6640e+02,1.640e+01,-1.640e+01,4.59,1.440e+00,-1.430e+00,524.0,,,17.85,16.39,-10.61,24.80,1,q1_q17_dr25_tce,6501.00,179.00,-247.00,4.054,0.231,-0.189,1.8540,0.5780,-0.5780,290.730010,44.836121,13.666
3867615,K02289.02,Kepler-379 b,CONFIRMED,CANDIDATE,0.9270,0,0,0,0,20.098367600,1.2380000e-04,-1.2380000e-04,207.5775700,4.800000e-03,-4.800000e-03,0.0200,0.4140,-0.0200,5.20700,0.14400,-0.14400,1.5780e+02,8.800e+00,-8.800e+00,1.58,2.700e-01,-2.200e-01,775.0,,,85.34,41.59,-27.65,20.90,2,q1_q17_dr25_tce,6053.00,121.00,-133.00,4.279,0.120,-0.120,1.2600,0.2170,-0.1770,295.701110,38.945831,13.358
7256914,K04136.01,,CANDIDATE,CANDIDATE,0.9820,0,0,0,0,2.417500210,2.1560000e-05,-2.1560000e-05,133.8058400,7.480000e-03,-7.480000e-03,0.8950,0.0240,-0.6130,4.33000,0.22000,-0.22000,5.8200e+01,4.200e+00,-4.200e+00,1.19,1.900e-01,-2.500e-01,1507.0,,,1221.36,519.24,-502.54,15.20,1,q1_q17_dr25_tce,5575.00,83.00,-75.00,4.189,0.188,-0.101,1.3080,0.2080,-0.2770,281.823180,42.811169,13.955
7256914,K04136.02,,CANDIDATE,CANDIDATE,0.9720,0,0,0,0,4.033574340,4.4040000e-05,-4.4040000e-05,134.2327500,8.720000e-03,-8.720000e-03,0.8550,0.0770,-0.5760,5.88600,0.21900,-0.21900,6.6200e+01,4.600e+00,-4.600e+00,1.23,1.900e-01,-2.600e-01,1270.0,,,616.04,261.90,-253.48,15.50,2,q1_q17_dr25_tce,5575.00,83.00,-75.00,4.189,0.188,-0.101,1.3080,0.2080,-0.2770,281.823180,42.811169,13.955
6871071,K02220.04,,CANDIDATE,CANDIDATE,0.8950,0,0,0,0,7.664629130,7.2960000e-05,-7.2960000e-05,137.3834200,7.070000e-03,-7.070000e-03,0.2160,0.2270,-0.2160,3.61400,0.18900,-0.18900,1.1410e+02,9.300e+00,-9.300e+00,1.60,2.500e-01,-3.700e-01,1106.0,,,353.31,147.75,-156.58,13.20,4,q1_q17_dr25_tce,5640.00,85.00,-77.00,4.087,0.203,-0.087,1.5150,0.2360,-0.3530,294.137910,42.370499,14.686
5530112,K04067.01,Kepler-1937 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.688721600,6.1200000e-04,-6.1200000e-04,131.8295000,5.140000e-02,-5.140000e-02,0.1180,0.3190,-0.1180,2.00000,0.10200,-0.10200,6.5550e+02,4.410e+01,-4.410e+01,3.09,1.100e+00,-3.700e-01,1014.0,,,250.25,264.48,-84.18,18.10,1,q1_q17_dr25_tce,6457.00,179.00,-246.00,4.358,0.072,-0.217,1.1960,0.4280,-0.1430,290.658390,40.778542,14.158
6226908,K04068.01,Kepler-1546 b,CONFIRMED,CANDIDATE,0.4020,0,0,0,0,19.597317000,1.5280000e-04,-1.5280000e-04,135.2652600,8.080000e-03,-8.080000e-03,0.8700,0.0380,-0.5930,4.50800,0.14300,-0.14300,1.0141e+03,4.920e+01,-4.920e+01,3.78,1.090e+00,-6.700e-01,671.0,,,47.90,42.55,-19.54,23.70,1,q1_q17_dr25_tce,5569.00,182.00,-182.00,4.368,0.158,-0.193,1.0190,0.2940,-0.1810,297.583920,41.541229,15.412
5906694,K04069.01,Kepler-1938 b,CONFIRMED,CANDIDATE,0.9090,0,0,0,0,13.062435450,7.1240000e-05,-7.1240000e-05,144.1842600,4.130000e-03,-4.130000e-03,0.1280,0.3240,-0.1280,3.24400,0.13000,-0.13000,4.6430e+02,2.540e+01,-2.540e+01,1.36,1.100e-01,-1.200e-01,527.0,,,18.25,5.69,-4.83,21.40,1,q1_q17_dr25_tce,4522.00,136.00,-136.00,4.615,0.049,-0.025,0.6550,0.0520,-0.0580,299.351900,41.195740,14.885
9956082,K04139.01,Kepler-1557 b,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,3.740317080,1.9250000e-05,-1.9250000e-05,134.7030500,3.910000e-03,-3.910000e-03,0.2770,0.1700,-0.2770,2.39400,0.10500,-0.10500,1.6560e+02,1.220e+01,-1.220e+01,1.38,4.100e-01,-1.700e-01,1287.0,,,646.81,558.10,-219.79,15.60,1,q1_q17_dr25_tce,6260.00,168.00,-224.00,4.433,0.065,-0.195,1.0630,0.3130,-0.1340,293.881410,46.838879,15.331
6755944,K04072.01,Kepler-1547 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.692978457,1.4890000e-06,-1.4890000e-06,131.8014200,1.700000e-03,-1.700000e-03,0.9380,0.0050,-0.6570,1.13660,0.05480,-0.05480,6.1000e+01,3.500e+00,-3.500e+00,2.24,4.100e-01,-8.200e-01,3186.0,,,24240.83,13955.90,-15541.42,20.90,1,q1_q17_dr25_tce,6105.00,181.00,-163.00,3.805,0.320,-0.100,2.3040,0.4240,-0.8470,283.764070,42.222172,13.447
3112129,K04144.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,0.487656278,8.4600000e-07,-8.4600000e-07,132.1669200,1.450000e-03,-1.450000e-03,0.0370,0.4290,-0.0370,1.01290,0.05210,-0.05210,1.0980e+02,5.500e+00,-5.500e+00,0.99,1.100e-01,-6.000e-02,2299.0,,,6647.80,2038.69,-1051.31,25.10,1,q1_q17_dr25_tce,5957.00,71.00,-89.00,4.506,0.024,-0.090,0.9370,0.1090,-0.0510,290.337190,38.205009,14.374
9334893,K02298.02,Kepler-1178 b,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,31.805512800,6.0150000e-04,-6.0150000e-04,150.6791000,1.490000e-02,-1.490000e-02,0.4760,0.4980,-0.2750,3.97900,0.31200,-0.31200,1.4170e+02,1.410e+01,-1.410e+01,0.63,4.000e-02,-4.000e-02,378.0,,,4.84,1.21,-1.06,10.90,2,q1_q17_dr25_tce,4729.00,143.00,-143.00,4.726,0.045,-0.024,0.5250,0.0280,-0.0320,288.456050,45.802120,13.831
3103212,K04145.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.254246520,3.3400000e-05,-3.3400000e-05,133.5121000,9.750000e-03,-9.750000e-03,0.6650,0.2970,-0.4390,5.37800,0.23500,-0.23500,8.2100e+01,5.200e+00,-5.200e+00,0.96,1.400e-01,-8.000e-02,1220.0,,,521.81,205.64,-106.85,18.30,1,q1_q17_dr25_tce,5692.00,77.00,-86.00,4.421,0.076,-0.114,1.0040,0.1500,-0.0810,287.759030,38.281551,14.359
10000941,K04146.01,Kepler-1558 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.504723440,1.5510000e-05,-1.5510000e-05,133.7222500,3.460000e-03,-3.460000e-03,0.3090,0.1670,-0.3090,1.94640,0.09970,-0.09970,9.0700e+01,5.600e+00,-5.600e+00,0.80,1.000e-01,-8.000e-02,1019.0,,,254.49,105.36,-73.49,18.40,1,q1_q17_dr25_tce,5115.00,154.00,-139.00,4.477,0.095,-0.105,0.8540,0.1030,-0.0930,286.819370,46.911690,13.632
9455677,K04076.01,Kepler-1548 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,124.827797000,1.2630000e-03,-1.2630000e-03,208.7919100,6.030000e-03,-6.030000e-03,0.0960,0.3620,-0.0960,6.47900,0.21800,-0.21800,6.4750e+02,4.310e+01,-4.310e+01,2.57,4.600e-01,-3.800e-01,350.0,,,3.56,1.71,-1.12,17.10,1,q1_q17_dr25_tce,5349.00,80.00,-80.00,4.353,0.140,-0.140,1.0320,0.1860,-0.1520,287.471220,46.080662,15.259
6871071,K02220.05,,CANDIDATE,CANDIDATE,,0,0,0,0,11.929456800,1.2400000e-04,-1.2400000e-04,133.7407800,8.280000e-03,-8.280000e-03,0.3789,0.0692,-0.3787,3.19300,0.25700,-0.25700,1.3230e+02,1.300e+01,-1.300e+01,1.05,4.200e-01,-1.100e-01,797.0,,,95.42,113.61,-27.14,11.70,5,q1_q16_tce,5975.00,166.00,-168.00,4.480,0.067,-0.278,0.9000,0.3610,-0.0940,294.137910,42.370499,14.686
10875007,K04149.01,,CANDIDATE,CANDIDATE,0.9610,0,0,0,0,9.546992160,8.4110000e-05,-8.4110000e-05,140.1581900,7.510000e-03,-7.510000e-03,0.8790,0.0500,-0.5930,5.06300,0.17500,-0.17500,1.4300e+02,8.900e+00,-8.900e+00,1.71,5.900e-01,-2.000e-01,996.0,,,232.24,236.18,-76.74,17.40,1,q1_q17_dr25_tce,6274.00,177.00,-243.00,4.357,0.073,-0.218,1.2320,0.4230,-0.1410,296.962100,48.256390,14.718
10875007,K04149.02,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,14.708641000,2.0910000e-04,-2.0910000e-04,133.8512500,8.920000e-03,-8.920000e-03,0.9600,0.0020,-0.6590,5.39400,0.26900,-0.26900,1.3060e+02,1.120e+01,-1.120e+01,1.82,6.200e-01,-2.100e-01,862.0,,,130.50,132.71,-43.12,12.80,2,q1_q17_dr25_tce,6274.00,177.00,-243.00,4.357,0.073,-0.218,1.2320,0.4230,-0.1410,296.962100,48.256390,14.718
11465651,K04150.01,Kepler-1941 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,31.335109400,3.1840000e-04,-3.1840000e-04,136.9753800,8.080000e-03,-8.080000e-03,0.7060,0.0020,-0.5250,6.07100,0.25400,-0.25400,2.6490e+02,1.830e+01,-1.830e+01,1.99,5.700e-01,-2.500e-01,666.0,,,46.53,39.13,-14.81,16.70,1,q1_q17_dr25_tce,6404.00,173.00,-192.00,4.393,0.060,-0.180,1.1420,0.3270,-0.1400,296.627040,49.353901,14.681
3937814,K04084.01,Kepler-1549 b,CONFIRMED,CANDIDATE,0.8200,0,0,0,0,214.881456000,3.9170000e-03,-3.9170000e-03,213.4044000,1.320000e-02,-1.320000e-02,0.0230,0.4380,-0.0230,9.58100,0.40400,-0.40400,7.5920e+02,4.870e+01,-4.870e+01,2.68,2.900e-01,-3.700e-01,286.0,,,1.59,0.49,-0.47,16.10,1,q1_q17_dr25_tce,5323.00,79.00,-79.00,4.378,0.126,-0.084,0.9950,0.1110,-0.1350,286.052430,39.096050,15.188
5881120,K04156.01,Kepler-1943 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0,4.850189740,5.8450000e-05,-5.8450000e-05,135.3115700,8.620000e-03,-8.620000e-03,0.9850,0.0270,-0.6900,5.67600,0.15800,-0.15800,6.4500e+01,4.500e+00,-4.500e+00,1.10,3.500e-01,-1.200e-01,1098.0,,,344.04,328.83,-106.43,15.80,1,q1_q17_dr25_tce,6032.00,168.00,-210.00,4.485,0.054,-0.216,0.9730,0.3150,-0.1050,293.318270,41.116669,13.809
4548098,K04157.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,3.823156970,4.4810000e-05,-4.4810000e-05,133.0693600,9.710000e-03,-9.710000e-03,0.0640,0.3910,-0.0640,2.38800,0.31000,-0.31000,4.7200e+01,6.600e+00,-6.600e+00,0.77,1.400e-01,-4.000e-02,1282.0,,,638.38,312.98,-117.51,8.90,1,q1_q17_dr25_tce,6202.00,99.00,-149.00,4.422,0.026,-0.136,1.1220,0.2050,-0.0580,287.410060,39.658680,12.692
7021681,K00255.02,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,13.603208100,1.8320000e-04,-1.8320000e-04,140.3975000,1.130000e-02,-1.130000e-02,0.7770,0.1780,-0.5620,2.59200,0.36200,-0.36200,1.8050e+02,2.480e+01,-2.480e+01,0.75,5.000e-02,-6.000e-02,397.0,,,5.85,1.41,-1.36,9.40,2,q1_q17_dr25_tce,3780.00,76.00,-83.00,4.746,0.042,-0.031,0.5110,0.0360,-0.0430,287.858120,42.542629,15.108
4770617,K02243.02,Kepler-1154 c,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,8.458051190,4.5220000e-05,-4.5220000e-05,137.0612300,4.400000e-03,-4.400000e-03,0.6970,0.0180,-0.5220,2.99800,0.12600,-0.12600,2.5870e+02,1.550e+01,-1.550e+01,2.52,5.200e-01,-4.200e-01,1117.0,,,367.05,191.58,-126.79,18.30,2,q1_q17_dr25_tce,6172.00,74.00,-86.00,4.198,0.130,-0.130,1.4710,0.3010,-0.2470,297.477110,39.877239,14.806
6106282,K04087.01,Kepler-440 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,101.110701400,9.5290000e-04,-9.5290000e-04,215.5204000,8.060000e-03,-8.060000e-03,0.0460,0.4040,-0.0460,8.02900,0.21000,-0.21000,8.7810e+02,4.220e+01,-4.220e+01,1.61,1.000e-01,-8.000e-02,229.0,,,0.65,0.14,-0.11,24.10,1,q1_q17_dr25_tce,4133.00,74.00,-82.00,4.705,0.023,-0.033,0.5610,0.0330,-0.0300,285.349950,41.452209,15.134
4078311,K04166.01,Kepler-1944 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.842620760,3.5280000e-05,-3.5280000e-05,134.0215500,3.100000e-03,-3.100000e-03,0.2340,0.2270,-0.2340,1.60180,0.08730,-0.08730,6.2640e+02,4.340e+01,-4.340e+01,2.41,5.800e-01,-2.100e-01,801.0,,,97.62,72.68,-26.89,16.80,1,q1_q17_dr25_tce,5585.00,175.00,-194.00,4.490,0.044,-0.176,0.9720,0.2350,-0.0840,296.510500,39.173321,15.308
11709124,K00435.05,Kepler-154 c,CONFIRMED,CANDIDATE,0.9150,0,0,0,0,62.302687700,2.6330000e-04,-2.6330000e-04,179.0994800,3.180000e-03,-3.180000e-03,0.7120,0.1700,-0.4750,7.50900,0.11800,-0.11800,8.5930e+02,1.940e+01,-1.940e+01,3.05,4.000e-01,-3.000e-01,454.0,,,10.05,3.92,-2.44,45.00,2,q1_q17_dr25_tce,5688.00,113.00,-101.00,4.415,0.100,-0.100,0.9710,0.1300,-0.0950,289.780520,49.896530,14.534
9022166,K02175.02,Kepler-368 c,CONFIRMED,CANDIDATE,0.0010,0,0,0,0,72.382698300,6.9530000e-04,-6.9530000e-04,179.4981300,7.870000e-03,-7.870000e-03,0.7910,0.1260,-0.5470,8.27900,0.16400,-0.16400,3.6640e+02,1.310e+01,-1.310e+01,4.21,7.200e-01,-1.080e+00,575.0,,,25.83,12.51,-12.55,29.50,2,q1_q17_dr25_tce,5508.00,110.00,0.00,3.897,0.195,-0.090,1.9880,0.3400,-0.5100,291.880040,45.387932,12.848
11967788,K04021.01,,CANDIDATE,CANDIDATE,0.8480,0,0,0,0,7.235313290,5.2230000e-05,-5.2230000e-05,133.1205400,6.070000e-03,-6.070000e-03,0.3260,0.1360,-0.3260,3.33800,0.16100,-0.16100,1.1220e+02,9.100e+00,-9.100e+00,1.53,2.700e-01,-2.300e-01,1207.0,,,501.36,231.44,-154.17,14.00,1,q1_q17_dr25_tce,6422.00,76.00,-76.00,4.219,0.120,-0.120,1.4210,0.2570,-0.2100,294.034360,50.371651,13.166
3103227,K04091.01,Kepler-1550 b,CONFIRMED,CANDIDATE,0.9580,0,0,0,0,225.585245000,3.5800000e-03,-3.5800000e-03,272.7956600,9.140000e-03,-9.140000e-03,0.0660,0.3810,-0.0660,11.16600,0.38200,-0.38200,7.5490e+02,4.650e+01,-4.650e+01,3.71,6.400e-01,-5.800e-01,348.0,,,3.48,1.57,-1.12,18.60,1,q1_q17_dr25_tce,5929.00,77.00,-77.00,4.243,0.138,-0.112,1.3630,0.2360,-0.2120,287.764560,38.294701,14.900
4850961,K04092.01,Kepler-1551 b,CONFIRMED,CANDIDATE,0.9660,0,0,0,0,24.497268300,2.0280000e-04,-2.0280000e-04,133.9217700,6.050000e-03,-6.050000e-03,0.8170,0.0210,-0.5680,5.43000,0.20200,-0.20200,4.4910e+02,2.620e+01,-2.620e+01,2.74,7.400e-01,-3.700e-01,722.0,,,64.25,49.59,-23.07,19.50,1,q1_q17_dr25_tce,6392.00,156.00,-245.00,4.399,0.060,-0.180,1.1620,0.3120,-0.1560,295.785520,39.907921,15.152
7199060,K04152.01,,CANDIDATE,CANDIDATE,0.9690,0,0,0,0,64.186226400,9.9380000e-04,-9.9380000e-04,191.6563900,9.290000e-03,-9.290000e-03,0.9680,0.0100,-0.6810,8.48500,0.31100,-0.31100,5.0730e+02,2.830e+01,-2.830e+01,8.00,1.450e+00,-2.690e+00,839.0,,,116.97,64.13,-72.31,18.60,1,q1_q17_dr25_tce,6951.00,184.00,-245.00,3.766,0.285,-0.095,2.7580,0.4990,-0.9270,291.386020,42.709129,12.972
8439323,K04153.01,Kepler-1942 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.626028670,1.0630000e-05,-1.0630000e-05,134.6809200,1.830000e-03,-1.830000e-03,0.7390,0.2310,-0.5130,0.64300,0.11000,-0.11000,3.4690e+02,3.230e+01,-3.230e+01,1.65,4.400e-01,-1.500e-01,1012.0,,,247.34,194.38,-65.52,14.70,1,q1_q17_dr25_tce,5834.00,157.00,-174.00,4.566,0.042,-0.168,0.7970,0.2130,-0.0710,294.980590,44.425301,14.667
4458082,K02303.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,8.934848870,9.7070000e-05,-9.7070000e-05,133.3910800,9.320000e-03,-9.320000e-03,0.8880,0.0960,-0.6670,2.57900,0.25900,-0.25900,1.3590e+02,1.650e+01,-1.650e+01,1.83,6.400e-01,-2.300e-01,1124.0,,,377.25,391.78,-134.24,9.70,2,q1_q17_dr25_tce,6688.00,187.00,-281.00,4.304,0.075,-0.225,1.3470,0.4730,-0.1690,289.747310,39.523453,13.827
11967788,K04021.02,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,4.932119320,7.1490000e-05,-7.1490000e-05,132.4538000,1.230000e-02,-1.230000e-02,0.0340,0.4290,-0.0340,3.14400,0.35200,-0.35200,5.0500e+01,7.800e+00,-7.800e+00,1.02,1.800e-01,-1.500e-01,1372.0,,,837.01,386.38,-257.38,7.50,2,q1_q17_dr25_tce,6422.00,76.00,-76.00,4.219,0.120,-0.120,1.4210,0.2570,-0.2100,294.034360,50.371651,13.166
7733731,K04022.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,4.858194290,2.6790000e-05,-2.6790000e-05,135.1450300,4.920000e-03,-4.920000e-03,0.0860,0.3500,-0.0860,5.35600,0.14500,-0.14500,7.6300e+01,3.500e+00,-3.500e+00,2.04,3.400e-01,-7.400e-01,1685.0,,,1904.91,1018.11,-1214.17,25.20,1,q1_q17_dr25_tce,6109.00,182.00,-164.00,3.780,0.315,-0.105,2.3260,0.3910,-0.8470,283.128540,43.456860,13.269
